 -0.3643441E-01  0.1470762E-03
  0.5043582E+00  0.6706211E-02
 -0.3643441E-01  0.1470762E-03
  0.1424995E+00 -0.2502631E-02
 -0.3643441E-01  0.1470762E-03
 -0.3643441E-01  0.1470762E-03
  0.5043582E+00  0.6706211E-02
 -0.6101044E+00 -0.4495426E-02
  0.5043582E+00  0.6706211E-02
 -0.3643441E-01  0.1470762E-03
  0.5738755E+00 -0.1957484E-02
  0.5738755E+00 -0.1957484E-02
 -0.3643441E-01  0.1470762E-03
 -0.6101044E+00 -0.4495426E-02
 -0.6101044E+00 -0.4495426E-02
 -0.6101044E+00 -0.4495426E-02
  0.1424995E+00 -0.2502631E-02
  0.5043582E+00  0.6706211E-02
 -0.3643441E-01  0.1470762E-03
  0.5738755E+00 -0.1957484E-02
 -0.7834909E+00  0.2867457E-02
  0.5738755E+00 -0.1957484E-02
 -0.6101044E+00 -0.4495426E-02
  0.5043582E+00  0.6706211E-02
  0.5738755E+00 -0.1957484E-02
  0.1424995E+00 -0.2502631E-02
 -0.3643441E-01  0.1470762E-03
  0.1424995E+00 -0.2502631E-02
  0.5043582E+00  0.6706211E-02
 -0.3643441E-01  0.1470762E-03
  0.1424995E+00 -0.2502631E-02
 -0.6101044E+00 -0.4495426E-02
  0.1424995E+00 -0.2502631E-02
  0.5043582E+00  0.6706211E-02
  0.1424995E+00 -0.2502631E-02
  0.5738755E+00 -0.1957484E-02
 -0.6101044E+00 -0.4495426E-02
 -0.7834909E+00  0.2867457E-02
 -0.6101044E+00 -0.4495426E-02
 -0.7834909E+00  0.2867457E-02
  0.1424995E+00 -0.2502631E-02
  0.5738755E+00 -0.1957484E-02
 -0.3643441E-01  0.1470762E-03
 -0.6101044E+00 -0.4495426E-02
  0.5738755E+00 -0.1957484E-02
  0.1424995E+00 -0.2502631E-02
 -0.6101044E+00 -0.4495426E-02
  0.5043582E+00  0.6706211E-02
 -0.3643441E-01  0.1470762E-03
 -0.6101044E+00 -0.4495426E-02
  0.5043582E+00  0.6706211E-02
 -0.6101044E+00 -0.4495426E-02
  0.5043582E+00  0.6706211E-02
  0.1424995E+00 -0.2502631E-02
 -0.7834909E+00  0.2867457E-02
  0.5738755E+00 -0.1957484E-02
 -0.7834909E+00  0.2867457E-02
 -0.3643441E-01  0.1470762E-03
 -0.6101044E+00 -0.4495426E-02
  0.1424995E+00 -0.2502631E-02
  0.5043582E+00  0.6706211E-02
 -0.7834909E+00  0.2867457E-02
  0.1424995E+00 -0.2502631E-02
  0.5043582E+00  0.6706211E-02
 -0.3643441E-01  0.1470762E-03
 -0.6101044E+00 -0.4495426E-02
  0.5043582E+00  0.6706211E-02
  0.5043582E+00  0.6706211E-02
  0.1424995E+00 -0.2502631E-02
 -0.6101044E+00 -0.4495426E-02
 -0.7834909E+00  0.2867457E-02
 -0.3643441E-01  0.1470762E-03
 -0.7834909E+00  0.2867457E-02
  0.1424995E+00 -0.2502631E-02
  0.1424995E+00 -0.2502631E-02
  0.5738755E+00 -0.1957484E-02
 -0.7834909E+00  0.2867457E-02
  0.5043582E+00  0.6706211E-02
 -0.6101044E+00 -0.4495426E-02
  0.5043582E+00  0.6706211E-02
 -0.3643441E-01  0.1470762E-03
 -0.7834909E+00  0.2867457E-02
 -0.3643441E-01  0.1470762E-03
 -0.3643441E-01  0.1470762E-03
  0.5043582E+00  0.6706211E-02
  0.5738755E+00 -0.1957484E-02
  0.1424995E+00 -0.2502631E-02
  0.5738755E+00 -0.1957484E-02
 -0.6101044E+00 -0.4495426E-02
 -0.6101044E+00 -0.4495426E-02
  0.5043582E+00  0.6706211E-02
  0.1424995E+00 -0.2502631E-02
 -0.6101044E+00 -0.4495426E-02
 -0.3643441E-01  0.1470762E-03
  0.5738755E+00 -0.1957484E-02
  0.1424995E+00 -0.2502631E-02
 -0.7834909E+00  0.2867457E-02
  0.5043582E+00  0.6706211E-02
 -0.6101044E+00 -0.4495426E-02
 -0.7834909E+00  0.2867457E-02
