 -0.4203954E-01 -0.6977280E-02
  0.5208558E+00  0.2135332E-01
 -0.3420938E-01 -0.1446692E-01
  0.1524302E+00 -0.8637157E-02
 -0.3420938E-01 -0.1446692E-01
 -0.3405022E-01  0.1491986E-01
  0.5206384E+00 -0.7914387E-02
 -0.6303091E+00 -0.9171605E-02
  0.5208558E+00  0.2135332E-01
 -0.4210850E-01  0.7306504E-02
  0.5835912E+00 -0.1308158E-01
  0.5926355E+00 -0.8569736E-02
 -0.3405022E-01  0.1491986E-01
 -0.6303212E+00  0.2063195E-04
 -0.6303091E+00 -0.9171605E-02
 -0.6202901E+00  0.3513478E-02
  0.1411210E+00 -0.1942056E-01
  0.5208558E+00  0.2135332E-01
 -0.3420938E-01 -0.1446692E-01
  0.5925576E+00  0.4862407E-02
 -0.8060148E+00  0.1198221E-01
  0.5835912E+00 -0.1308158E-01
 -0.6303091E+00 -0.9171605E-02
  0.5144270E+00  0.9856720E-02
  0.5837380E+00  0.8873616E-02
  0.1412748E+00  0.1441497E-01
 -0.4203954E-01 -0.6977280E-02
  0.1412748E+00  0.1441497E-01
  0.5208558E+00  0.2135332E-01
 -0.3420938E-01 -0.1446692E-01
  0.1412748E+00  0.1441497E-01
 -0.6303091E+00 -0.9171605E-02
  0.1411210E+00 -0.1942056E-01
  0.5144526E+00  0.3279885E-02
  0.1524302E+00 -0.8637157E-02
  0.5925576E+00  0.4862407E-02
 -0.6202901E+00  0.3513478E-02
 -0.8062259E+00 -0.6490479E-02
 -0.6204036E+00 -0.1221271E-01
 -0.8013035E+00  0.1025928E-04
  0.1524302E+00 -0.8637157E-02
  0.5925576E+00  0.4862407E-02
 -0.3420938E-01 -0.1446692E-01
 -0.6303212E+00  0.2063195E-04
  0.5925576E+00  0.4862407E-02
  0.1523385E+00  0.3696236E-02
 -0.6303091E+00 -0.9171605E-02
  0.5206384E+00 -0.7914387E-02
 -0.4203954E-01 -0.6977280E-02
 -0.6204036E+00 -0.1221271E-01
  0.5206384E+00 -0.7914387E-02
 -0.6202901E+00  0.3513478E-02
  0.5144270E+00  0.9856720E-02
  0.1523385E+00  0.3696236E-02
 -0.8062259E+00 -0.6490479E-02
  0.5835912E+00 -0.1308158E-01
 -0.8060148E+00  0.1198221E-01
 -0.4203954E-01 -0.6977280E-02
 -0.6204036E+00 -0.1221271E-01
  0.1412748E+00  0.1441497E-01
  0.5144526E+00  0.3279885E-02
 -0.8014446E+00  0.5908773E-02
  0.1524302E+00 -0.8637157E-02
  0.5144270E+00  0.9856720E-02
 -0.4203954E-01 -0.6977280E-02
 -0.6204036E+00 -0.1221271E-01
  0.5206384E+00 -0.7914387E-02
  0.5144526E+00  0.3279885E-02
  0.1523385E+00  0.3696236E-02
 -0.6202901E+00  0.3513478E-02
 -0.8014446E+00  0.5908773E-02
 -0.4210850E-01  0.7306504E-02
 -0.8013035E+00  0.1025928E-04
  0.1411210E+00 -0.1942056E-01
  0.1412748E+00  0.1441497E-01
  0.5835912E+00 -0.1308158E-01
 -0.8013035E+00  0.1025928E-04
  0.5144270E+00  0.9856720E-02
 -0.6202901E+00  0.3513478E-02
  0.5144526E+00  0.3279885E-02
 -0.3405022E-01  0.1491986E-01
 -0.8014446E+00  0.5908773E-02
 -0.4203954E-01 -0.6977280E-02
 -0.3420938E-01 -0.1446692E-01
  0.5208558E+00  0.2135332E-01
  0.5925576E+00  0.4862407E-02
  0.1411210E+00 -0.1942056E-01
  0.5925576E+00  0.4862407E-02
 -0.6303091E+00 -0.9171605E-02
 -0.6303212E+00  0.2063195E-04
  0.5144526E+00  0.3279885E-02
  0.1412748E+00  0.1441497E-01
 -0.6202901E+00  0.3513478E-02
 -0.3405022E-01  0.1491986E-01
  0.5837380E+00  0.8873616E-02
  0.1524302E+00 -0.8637157E-02
 -0.8013035E+00  0.1025928E-04
  0.5206384E+00 -0.7914387E-02
 -0.6204036E+00 -0.1221271E-01
 -0.8062259E+00 -0.6490479E-02
